Id,SalePrice
2180,274955.25
2181,202074.75
2182,232971.64
2183,208190.02
2184,136508.2
2185,132338.33
2186,161994.58
2187,151446.75
2188,153917.0
2189,260595.64
2190,100017.45
2191,100824.53
2192,104039.195
2193,99520.9
2194,107114.27
2195,118583.33
2196,110809.48
2197,121867.99
2198,157192.88
2199,192824.92
2200,141356.05
2201,141923.55
2202,183914.34
2203,170231.62
2204,176703.08
2205,123013.1
2206,150905.25
2207,218469.02
2208,238084.84
2209,212644.92
2210,139279.62
2211,125884.234
2212,127870.3
2213,106430.67
2214,146970.61
2215,106320.445
2216,149143.23
2217,101071.11
2218,96446.23
2219,93381.29
2220,91794.67
2221,313576.94
2222,282334.12
2223,320401.16
2224,237689.48
2225,154155.9
2226,199078.92
2227,215200.88
2228,283494.03
2229,248763.42
2230,165054.73
2231,224824.64
2232,199079.14
2233,189136.08
2234,241011.06
2235,239952.2
2236,293845.8
2237,373543.53
2238,239269.58
2239,120444.32
2240,168740.53
2241,158293.03
2242,136170.77
2243,134050.03
2244,104902.76
2245,107825.09
2246,145045.83
2247,126502.766
2248,125335.914
2249,128128.984
2250,137062.9
2251,139469.39
2252,187742.89
2253,165788.92
2254,182319.58
2255,196695.55
2256,180606.25
2257,223617.1
2258,170962.36
2259,181292.5
2260,160713.08
2261,192918.9
2262,219276.78
2263,364886.5
2264,446031.8
2265,180921.72
2266,263760.22
2267,373014.38
2268,328100.44
2269,163580.12
2270,186130.52
2271,243935.84
2272,210369.75
2273,168140.92
2274,184564.8
2275,181501.3
2276,192091.39
2277,201347.86
2278,150778.27
2279,126502.88
2280,120286.305
2281,193461.64
2282,209221.75
2283,120248.69
2284,135229.97
2285,152550.19
2286,132431.62
2287,332880.97
2288,283372.3
2289,413759.25
2290,420772.44
2291,341118.94
2292,361348.9
2293,458712.72
2294,376226.3
2295,381514.72
2296,292515.78
2297,318195.12
2298,315324.88
2299,412280.28
2300,346904.62
2301,296973.88
2302,275476.4
2303,254640.47
2304,273465.56
2305,201191.83
2306,204583.53
2307,207928.84
2308,233534.66
2309,264201.22
2310,221398.61
2311,224838.62
2312,186334.9
2313,179101.4
2314,181086.61
2315,175908.45
2316,211742.08
2317,190473.86
2318,176557.08
2319,180977.23
2320,181971.83
2321,278167.84
2322,183184.92
2323,182252.42
2324,178572.0
2325,223222.45
2326,177735.17
2327,213779.06
2328,223578.83
2329,188471.89
2330,184107.64
2331,370963.44
2332,385331.8
2333,341231.75
2334,269870.62
2335,258389.66
2336,332826.22
2337,212133.97
2338,297188.78
2339,233707.7
2340,326408.12
2341,243942.58
2342,238659.89
2343,241616.27
2344,239735.05
2345,264217.34
2346,223257.42
2347,210426.58
2348,239292.61
2349,178668.05
2350,304349.7
2351,259544.56
2352,265529.88
2353,273736.8
2354,144626.52
2355,168002.03
2356,156901.67
2357,217199.84
2358,203670.92
2359,147487.53
2360,124641.73
2361,141727.47
2362,261652.58
2363,140140.34
2364,174663.33
2365,236356.9
2366,192486.75
2367,233975.72
2368,222427.64
2369,232861.73
2370,176817.55
2371,173915.03
2372,211565.81
2373,274712.22
2374,302488.47
2375,249528.45
2376,315130.75
2377,380528.56
2378,151891.6
2379,219238.39
2380,155095.17
2381,168183.36
2382,200855.55
2383,216244.47
2384,240709.2
2385,160281.55
2386,146253.7
2387,135704.88
2388,125653.02
2389,135116.58
2390,143469.47
2391,137503.16
2392,115060.59
2393,171100.1
2394,145730.95
2395,202896.22
2396,155774.73
2397,222954.94
2398,125610.17
2399,84174.26
2400,84388.3
2401,117255.59
2402,134550.7
2403,153975.75
2404,153631.89
2405,161201.92
2406,146104.72
2407,132954.11
2408,140347.03
2409,135974.62
2410,186770.16
2411,125435.84
2412,152214.33
2413,134130.69
2414,135593.72
2415,141479.48
2416,134921.06
2417,142306.52
2418,127247.125
2419,137013.34
2420,131641.84
2421,154846.75
2422,120406.22
2423,133891.38
2424,157190.39
2425,244287.0
2426,140492.62
2427,129592.84
2428,191746.16
2429,118951.02
2430,145543.05
2431,135110.81
2432,136756.6
2433,145400.31
2434,142634.05
2435,152310.1
2436,111766.52
2437,116036.19
2438,129762.805
2439,116770.4
2440,130044.336
2441,114376.2
2442,114401.4
2443,125177.59
2444,129099.64
2445,98183.91
2446,138989.55
2447,204606.05
2448,155667.22
2449,113324.93
2450,152476.58
2451,127946.01
2452,196316.94
2453,103493.37
2454,128345.734
2455,121477.24
2456,134750.28
2457,124409.26
2458,134431.4
2459,110473.234
2460,147627.73
2461,118758.42
2462,131464.81
2463,120262.35
2464,182107.52
2465,139651.56
2466,123699.2
2467,153147.22
2468,103939.4
2469,103467.375
2470,209488.67
2471,207378.02
2472,191920.36
2473,129055.55
2474,122529.76
2475,217974.42
2476,116764.31
2477,132299.02
2478,158637.5
2479,132094.38
2480,147827.52
2481,131447.1
2482,134815.2
2483,119531.766
2484,129396.9
2485,127783.73
2486,150066.75
2487,207984.27
2488,161545.7
2489,161293.81
2490,152459.81
2491,106265.14
2492,192920.3
2493,149305.14
2494,171890.61
2495,107990.805
2496,248664.08
2497,158963.72
2498,121408.56
2499,106139.87
2500,136727.89
2501,133646.42
2502,148352.5
2503,115995.76
2504,205306.52
2505,223819.94
2506,274549.72
2507,356095.97
2508,275946.6
2509,233894.2
2510,235796.25
2511,194050.88
2512,218205.45
2513,225470.27
2514,250702.75
2515,155450.94
2516,173675.02
2517,137223.08
2518,147482.83
2519,228858.02
2520,213644.12
2521,199462.77
2522,226520.75
2523,132641.19
2524,145337.27
2525,148747.47
2526,141951.47
2527,127823.34
2528,130246.42
2529,137039.9
2530,129785.195
2531,266886.1
2532,237402.5
2533,208717.81
2534,241247.58
2535,294179.88
2536,247570.45
2537,226399.5
2538,190334.97
2539,195788.95
2540,188415.4
2541,188593.08
2542,173451.3
2543,131382.61
2544,126704.45
2545,137969.89
2546,139399.36
2547,148163.19
2548,167121.89
2549,168132.38
2550,438121.47
2551,156240.94
2552,123425.1
2553,99226.945
2554,120452.805
2555,126036.46
2556,113335.21
2557,121724.17
2558,159821.48
2559,135272.86
2560,143585.36
2561,137454.9
2562,135947.92
2563,148368.44
2564,185318.42
2565,140658.84
2566,158382.23
2567,134723.8
2568,204797.02
2569,198620.25
2570,140077.03
2571,191435.55
2572,170174.02
2573,232092.0
2574,299584.84
2575,135973.02
2576,133844.17
2577,162945.77
2578,97513.75
2579,88622.67
2580,141075.81
2581,141064.11
2582,120001.37
2583,286549.25
2584,176762.6
2585,203536.77
2586,232078.11
2587,223224.27
2588,156434.73
2589,154523.5
2590,241346.64
2591,222635.67
2592,233071.9
2593,254668.02
2594,182789.55
2595,205878.98
2596,355854.3
2597,205375.47
2598,277974.8
2599,279855.9
2600,188778.05
2601,158956.2
2602,97150.13
2603,101627.7
2604,97067.03
2605,98330.375
2606,148031.12
2607,189425.92
2608,202174.36
2609,163375.44
2610,113204.586
2611,153578.92
2612,156400.17
2613,128233.93
2614,130299.67
2615,157328.6
2616,153400.14
2617,189241.1
2618,195084.66
2619,227232.53
2620,187164.97
2621,184813.75
2622,194987.4
2623,249374.7
2624,311281.97
2625,323158.0
2626,171404.11
2627,179569.5
2628,433456.88
2629,366163.94
2630,335622.4
2631,391159.25
2632,409546.03
2633,286002.8
2634,399011.6
2635,160848.6
2636,201557.84
2637,184296.67
2638,257424.28
2639,194608.25
2640,157035.98
2641,122875.086
2642,212101.03
2643,131590.17
2644,143894.48
2645,119396.734
2646,115980.04
2647,122348.57
2648,158044.53
2649,140291.58
2650,155121.47
2651,163688.95
2652,430081.75
2653,275423.88
2654,260732.27
2655,379422.16
2656,313123.4
2657,301601.1
2658,275061.22
2659,316581.78
2660,356044.5
2661,337318.66
2662,344684.16
2663,318453.34
2664,256316.81
2665,311132.25
2666,264996.16
2667,172348.44
2668,184140.6
2669,182572.86
2670,297625.1
2671,184949.83
2672,201849.02
2673,223295.58
2674,234834.36
2675,173287.4
2676,194723.27
2677,206825.08
2678,271576.72
2679,300448.44
2680,301742.12
2681,397249.66
2682,345801.0
2683,476494.34
2684,319171.34
2685,361080.22
2686,269426.3
2687,327138.8
2688,230762.3
2689,212190.06
2690,503633.06
2691,200556.4
2692,147918.38
2693,211370.88
2694,148761.17
2695,199801.69
2696,191266.94
2697,205723.88
2698,203238.81
2699,192275.55
2700,172637.06
2701,165720.05
2702,128976.1
2703,153617.75
2704,146040.62
2705,128961.67
2706,122143.73
2707,129750.58
2708,133106.45
2709,113707.945
2710,130254.84
2711,315148.47
2712,388791.12
2713,191410.97
2714,168686.89
2715,172046.02
2716,164951.8
2717,195570.81
2718,245265.64
2719,156002.14
2720,172687.38
2721,143890.45
2722,162928.86
2723,154922.47
2724,128941.72
2725,136879.92
2726,144213.42
2727,200648.56
2728,175630.27
2729,156817.02
2730,141395.84
2731,130061.31
2732,122444.766
2733,162635.05
2734,150386.88
2735,136547.34
2736,152778.83
2737,123533.945
2738,146580.23
2739,173616.56
2740,136445.33
2741,146643.47
2742,158221.94
2743,146483.55
2744,158788.28
2745,145998.36
2746,132712.86
2747,164539.17
2748,126843.95
2749,135498.88
2750,135421.48
2751,129841.07
2752,261462.03
2753,153407.92
2754,248525.53
2755,142439.8
2756,104131.25
2757,97250.83
2758,96335.31
2759,157456.03
2760,150109.58
2761,153573.12
2762,154519.9
2763,215966.05
2764,169905.05
2765,278309.94
2766,145144.16
2767,103895.836
2768,134291.73
2769,138008.83
2770,156305.1
2771,121277.45
2772,121934.586
2773,167794.61
2774,135736.97
2775,141045.33
2776,145463.84
2777,154361.9
2778,126102.73
2779,139141.66
2780,121315.375
2781,102657.0
2782,104748.29
2783,108220.65
2784,126068.42
2785,142751.7
2786,87335.805
2787,129037.54
2788,95677.02
2789,192548.3
2790,103032.59
2791,120510.08
2792,89945.305
2793,166104.88
2794,115600.016
2795,118427.68
2796,101104.53
2797,215578.98
2798,129533.91
2799,114375.38
2800,86499.29
2801,123793.09
2802,138613.11
2803,198822.19
2804,150353.53
2805,106091.1
2806,102799.625
2807,169208.9
2808,149545.33
2809,138578.53
2810,136656.36
2811,161318.88
2812,157578.77
2813,176224.67
2814,175973.86
2815,111156.95
2816,247013.66
2817,145703.6
2818,130194.195
2819,182237.08
2820,148119.0
2821,120437.24
2822,203555.89
2823,302662.2
2824,181555.98
2825,158496.44
2826,127906.945
2827,150971.88
2828,243654.02
2829,229297.8
2830,246826.81
2831,198454.48
2832,266680.28
2833,292521.2
2834,221080.03
2835,229010.81
2836,197539.83
2837,172726.31
2838,150714.73
2839,183721.2
2840,209386.11
2841,203954.44
2842,234135.69
2843,151120.28
2844,176764.17
2845,123900.52
2846,214004.97
2847,202904.86
2848,223128.38
2849,213857.69
2850,299047.25
2851,231908.77
2852,254376.6
2853,238688.2
2854,153594.17
2855,218939.97
2856,212427.14
2857,195134.06
2858,217421.22
2859,139077.22
2860,142630.7
2861,140754.11
2862,210346.83
2863,141135.36
2864,251060.61
2865,155860.72
2866,180756.52
2867,98921.49
2868,132021.69
2869,134087.25
2870,159515.69
2871,112438.45
2872,79917.88
2873,113698.18
2874,140768.83
2875,134892.6
2876,176219.14
2877,142176.9
2878,173073.98
2879,145725.83
2880,118623.61
2881,163362.92
2882,167143.31
2883,181464.08
2884,209113.27
2885,181631.73
2886,208353.75
2887,110851.336
2888,135721.25
2889,80260.625
2890,90985.484
2891,149722.16
2892,80938.06
2893,112607.49
2894,81949.1
2895,306071.56
2896,292085.34
2897,209120.64
2898,184307.58
2899,223490.19
2900,158281.58
2901,214361.14
2902,206439.98
2903,358610.4
2904,356709.34
2905,137802.03
2906,235979.08
2907,115967.0
2908,129281.9
2909,167709.12
2910,94127.55
2911,97122.97
2912,149710.03
2913,99665.91
2914,94511.72
2915,95101.62
2916,98481.29
2917,165085.05
2918,121334.414
2919,248979.95
